Indicator,Year,STATE,AGE,STD
"Early Non-Primary, Non-Secondary Syphilis",2008,Mississippi,15-19,25
"Early Non-Primary, Non-Secondary Syphilis",2009,Mississippi,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2009,Mississippi,15-19,36
"Early Non-Primary, Non-Secondary Syphilis",2010,Mississippi,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2010,Mississippi,15-19,44
"Early Non-Primary, Non-Secondary Syphilis",2011,Mississippi,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Mississippi,15-19,32
"Early Non-Primary, Non-Secondary Syphilis",2012,Mississippi,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Mississippi,15-19,16
"Early Non-Primary, Non-Secondary Syphilis",2013,Mississippi,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Mississippi,15-19,23
"Early Non-Primary, Non-Secondary Syphilis",2014,Mississippi,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,Mississippi,15-19,25
"Early Non-Primary, Non-Secondary Syphilis",2015,Mississippi,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2015,Mississippi,15-19,35
"Early Non-Primary, Non-Secondary Syphilis",2016,Mississippi,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2016,Mississippi,15-19,50
"Early Non-Primary, Non-Secondary Syphilis",2017,Mississippi,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2017,Mississippi,15-19,32
"Early Non-Primary, Non-Secondary Syphilis",2018,Mississippi,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2018,Mississippi,15-19,75
"Early Non-Primary, Non-Secondary Syphilis",2019,Mississippi,0-14,6
"Early Non-Primary, Non-Secondary Syphilis",2019,Mississippi,15-19,87
"Early Non-Primary, Non-Secondary Syphilis",2020,Mississippi,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2020,Mississippi,15-19,101
"Early Non-Primary, Non-Secondary Syphilis",2021,Mississippi,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2021,Mississippi,15-19,31
Gonorrhea,2000,Mississippi,0-14,237
Gonorrhea,2000,Mississippi,15-19,"3,086"
Gonorrhea,2001,Mississippi,0-14,186
Gonorrhea,2001,Mississippi,15-19,"2,433"
Gonorrhea,2002,Mississippi,0-14,161
Gonorrhea,2002,Mississippi,15-19,"2,170"
Gonorrhea,2003,Mississippi,0-14,161
Gonorrhea,2003,Mississippi,15-19,"2,032"
Gonorrhea,2004,Mississippi,0-14,143
Gonorrhea,2004,Mississippi,15-19,"2,242"
Gonorrhea,2005,Mississippi,0-14,140
Gonorrhea,2005,Mississippi,15-19,"2,161"
Gonorrhea,2006,Mississippi,0-14,141
Gonorrhea,2006,Mississippi,15-19,"2,366"
Gonorrhea,2007,Mississippi,0-14,130
Gonorrhea,2007,Mississippi,15-19,"2,639"
Gonorrhea,2008,Mississippi,0-14,129
Gonorrhea,2008,Mississippi,15-19,"2,421"
Gonorrhea,2009,Mississippi,0-14,96
Gonorrhea,2009,Mississippi,15-19,"2,447"
Gonorrhea,2010,Mississippi,0-14,81
Gonorrhea,2010,Mississippi,15-19,"2,114"
Gonorrhea,2011,Mississippi,0-14,66
Gonorrhea,2011,Mississippi,15-19,"1,836"
Gonorrhea,2012,Mississippi,0-14,95
Gonorrhea,2012,Mississippi,15-19,"1,972"
Gonorrhea,2013,Mississippi,0-14,61
Gonorrhea,2013,Mississippi,15-19,"1,308"
Gonorrhea,2014,Mississippi,0-14,62
Gonorrhea,2014,Mississippi,15-19,"1,571"
Gonorrhea,2015,Mississippi,0-14,45
Gonorrhea,2015,Mississippi,15-19,"1,526"
Gonorrhea,2016,Mississippi,0-14,66
Gonorrhea,2016,Mississippi,15-19,"1,837"
Gonorrhea,2017,Mississippi,0-14,103
Gonorrhea,2017,Mississippi,15-19,"2,183"
Gonorrhea,2018,Mississippi,0-14,91
Gonorrhea,2018,Mississippi,15-19,"2,202"
Gonorrhea,2019,Mississippi,0-14,94
Gonorrhea,2019,Mississippi,15-19,"2,832"
Gonorrhea,2020,Mississippi,0-14,144
Gonorrhea,2020,Mississippi,15-19,"3,087"
Gonorrhea,2021,Mississippi,0-14,150
Gonorrhea,2021,Mississippi,15-19,"2,909"
Primary and Secondary Syphilis,2000,Mississippi,0-14,0
Primary and Secondary Syphilis,2000,Mississippi,15-19,11
Primary and Secondary Syphilis,2001,Mississippi,0-14,2
Primary and Secondary Syphilis,2001,Mississippi,15-19,8
Primary and Secondary Syphilis,2002,Mississippi,0-14,2
Primary and Secondary Syphilis,2002,Mississippi,15-19,4
Primary and Secondary Syphilis,2003,Mississippi,0-14,0
Primary and Secondary Syphilis,2003,Mississippi,15-19,5
Primary and Secondary Syphilis,2004,Mississippi,0-14,1
Primary and Secondary Syphilis,2004,Mississippi,15-19,4
Primary and Secondary Syphilis,2005,Mississippi,0-14,0
Primary and Secondary Syphilis,2005,Mississippi,15-19,5
Primary and Secondary Syphilis,2006,Mississippi,0-14,1
Primary and Secondary Syphilis,2006,Mississippi,15-19,19
Primary and Secondary Syphilis,2007,Mississippi,0-14,1
Primary and Secondary Syphilis,2007,Mississippi,15-19,14
Primary and Secondary Syphilis,2008,Mississippi,0-14,3
Primary and Secondary Syphilis,2008,Mississippi,15-19,19
Primary and Secondary Syphilis,2009,Mississippi,0-14,0
Primary and Secondary Syphilis,2009,Mississippi,15-19,26
Primary and Secondary Syphilis,2010,Mississippi,0-14,3
Primary and Secondary Syphilis,2010,Mississippi,15-19,17
Primary and Secondary Syphilis,2011,Mississippi,0-14,0
Primary and Secondary Syphilis,2011,Mississippi,15-19,11
Primary and Secondary Syphilis,2012,Mississippi,0-14,0
Primary and Secondary Syphilis,2012,Mississippi,15-19,14
Primary and Secondary Syphilis,2013,Mississippi,0-14,2
Primary and Secondary Syphilis,2013,Mississippi,15-19,5
Primary and Secondary Syphilis,2014,Mississippi,0-14,0
Primary and Secondary Syphilis,2014,Mississippi,15-19,24
Primary and Secondary Syphilis,2015,Mississippi,0-14,0
Primary and Secondary Syphilis,2015,Mississippi,15-19,18
Primary and Secondary Syphilis,2016,Mississippi,0-14,0
Primary and Secondary Syphilis,2016,Mississippi,15-19,29
Primary and Secondary Syphilis,2017,Mississippi,0-14,0
Primary and Secondary Syphilis,2017,Mississippi,15-19,34
Primary and Secondary Syphilis,2018,Mississippi,0-14,0
Primary and Secondary Syphilis,2018,Mississippi,15-19,54
Primary and Secondary Syphilis,2019,Mississippi,0-14,3
Primary and Secondary Syphilis,2019,Mississippi,15-19,56
Primary and Secondary Syphilis,2020,Mississippi,0-14,1
Primary and Secondary Syphilis,2020,Mississippi,15-19,75
Primary and Secondary Syphilis,2021,Mississippi,0-14,3
Primary and Secondary Syphilis,2021,Mississippi,15-19,68
Chlamydia,2000,Missouri,0-14,375
Chlamydia,2000,Missouri,15-19,"5,830"
Chlamydia,2001,Missouri,0-14,364
Chlamydia,2001,Missouri,15-19,"5,838"
Chlamydia,2002,Missouri,0-14,367
Chlamydia,2002,Missouri,15-19,"6,547"
Chlamydia,2003,Missouri,0-14,346
Chlamydia,2003,Missouri,15-19,"7,162"
Chlamydia,2004,Missouri,0-14,435
Chlamydia,2004,Missouri,15-19,"8,015"
Chlamydia,2005,Missouri,0-14,411
Chlamydia,2005,Missouri,15-19,"8,288"
Chlamydia,2006,Missouri,0-14,425
Chlamydia,2006,Missouri,15-19,"8,436"
Chlamydia,2007,Missouri,0-14,369
Chlamydia,2007,Missouri,15-19,"8,737"
Chlamydia,2008,Missouri,0-14,379
Chlamydia,2008,Missouri,15-19,"9,364"
Chlamydia,2009,Missouri,0-14,338
Chlamydia,2009,Missouri,15-19,"9,943"
Chlamydia,2010,Missouri,0-14,326
Chlamydia,2010,Missouri,15-19,"9,766"
Chlamydia,2011,Missouri,0-14,306
Chlamydia,2011,Missouri,15-19,"9,873"
Chlamydia,2012,Missouri,0-14,325
Chlamydia,2012,Missouri,15-19,"9,337"
Chlamydia,2013,Missouri,0-14,303
Chlamydia,2013,Missouri,15-19,"8,488"
Chlamydia,2014,Missouri,0-14,249
Chlamydia,2014,Missouri,15-19,"8,183"
Chlamydia,2015,Missouri,0-14,255
Chlamydia,2015,Missouri,15-19,"8,280"
Chlamydia,2016,Missouri,0-14,245
Chlamydia,2016,Missouri,15-19,"9,148"
Chlamydia,2017,Missouri,0-14,227
Chlamydia,2017,Missouri,15-19,"9,615"
Chlamydia,2018,Missouri,0-14,273
Chlamydia,2018,Missouri,15-19,"9,834"
Chlamydia,2019,Missouri,0-14,304
Chlamydia,2019,Missouri,15-19,"9,751"
Chlamydia,2020,Missouri,0-14,269
Chlamydia,2020,Missouri,15-19,"9,139"
Chlamydia,2021,Missouri,0-14,289
Chlamydia,2021,Missouri,15-19,"8,672"
"Early Non-Primary, Non-Secondary Syphilis",2000,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,Missouri,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Missouri,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Missouri,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Missouri,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2004,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Missouri,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2005,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Missouri,15-19,7
"Early Non-Primary, Non-Secondary Syphilis",2006,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Missouri,15-19,7
"Early Non-Primary, Non-Secondary Syphilis",2007,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Missouri,15-19,8
"Early Non-Primary, Non-Secondary Syphilis",2008,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Missouri,15-19,10
"Early Non-Primary, Non-Secondary Syphilis",2009,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Missouri,15-19,9
"Early Non-Primary, Non-Secondary Syphilis",2010,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2010,Missouri,15-19,14
"Early Non-Primary, Non-Secondary Syphilis",2011,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Missouri,15-19,14
"Early Non-Primary, Non-Secondary Syphilis",2012,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Missouri,15-19,6
"Early Non-Primary, Non-Secondary Syphilis",2013,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Missouri,15-19,10
"Early Non-Primary, Non-Secondary Syphilis",2014,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,Missouri,15-19,7
"Early Non-Primary, Non-Secondary Syphilis",2015,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2015,Missouri,15-19,11
"Early Non-Primary, Non-Secondary Syphilis",2016,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Missouri,15-19,16
"Early Non-Primary, Non-Secondary Syphilis",2017,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2017,Missouri,15-19,20
"Early Non-Primary, Non-Secondary Syphilis",2018,Missouri,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2018,Missouri,15-19,22
"Early Non-Primary, Non-Secondary Syphilis",2019,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,Missouri,15-19,28
"Early Non-Primary, Non-Secondary Syphilis",2020,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2020,Missouri,15-19,15
"Early Non-Primary, Non-Secondary Syphilis",2021,Missouri,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2021,Missouri,15-19,20
Gonorrhea,2000,Missouri,0-14,184
Gonorrhea,2000,Missouri,15-19,"2,759"
Gonorrhea,2001,Missouri,0-14,206
Gonorrhea,2001,Missouri,15-19,"2,620"
Gonorrhea,2002,Missouri,0-14,132
Gonorrhea,2002,Missouri,15-19,"2,607"
Gonorrhea,2003,Missouri,0-14,142
Gonorrhea,2003,Missouri,15-19,"2,457"
Gonorrhea,2004,Missouri,0-14,175
Gonorrhea,2004,Missouri,15-19,"2,603"
Gonorrhea,2005,Missouri,0-14,166
Gonorrhea,2005,Missouri,15-19,"2,810"
Gonorrhea,2006,Missouri,0-14,170
Gonorrhea,2006,Missouri,15-19,"3,045"
Gonorrhea,2007,Missouri,0-14,120
Gonorrhea,2007,Missouri,15-19,"2,875"
Gonorrhea,2008,Missouri,0-14,105
Gonorrhea,2008,Missouri,15-19,"2,375"
Gonorrhea,2009,Missouri,0-14,70
Gonorrhea,2009,Missouri,15-19,"2,044"
Gonorrhea,2010,Missouri,0-14,77
Gonorrhea,2010,Missouri,15-19,"2,134"
Gonorrhea,2011,Missouri,0-14,80
Gonorrhea,2011,Missouri,15-19,"2,211"
Gonorrhea,2012,Missouri,0-14,98
Gonorrhea,2012,Missouri,15-19,"1,990"
Gonorrhea,2013,Missouri,0-14,86
Gonorrhea,2013,Missouri,15-19,"1,737"
Gonorrhea,2014,Missouri,0-14,62
Gonorrhea,2014,Missouri,15-19,"1,620"
Gonorrhea,2015,Missouri,0-14,67
Gonorrhea,2015,Missouri,15-19,"1,952"
Gonorrhea,2016,Missouri,0-14,83
Gonorrhea,2016,Missouri,15-19,"2,343"
Gonorrhea,2017,Missouri,0-14,77
Gonorrhea,2017,Missouri,15-19,"2,512"
Gonorrhea,2018,Missouri,0-14,98
Gonorrhea,2018,Missouri,15-19,"2,615"
Gonorrhea,2019,Missouri,0-14,73
Gonorrhea,2019,Missouri,15-19,"2,537"
Gonorrhea,2020,Missouri,0-14,109
Gonorrhea,2020,Missouri,15-19,"2,843"
Gonorrhea,2021,Missouri,0-14,89
Gonorrhea,2021,Missouri,15-19,"2,468"
Primary and Secondary Syphilis,2000,Missouri,0-14,0
Primary and Secondary Syphilis,2000,Missouri,15-19,4
Primary and Secondary Syphilis,2001,Missouri,0-14,0
Primary and Secondary Syphilis,2001,Missouri,15-19,2
Primary and Secondary Syphilis,2002,Missouri,0-14,0
Primary and Secondary Syphilis,2002,Missouri,15-19,1
Primary and Secondary Syphilis,2003,Missouri,0-14,0
Primary and Secondary Syphilis,2003,Missouri,15-19,1
Primary and Secondary Syphilis,2004,Missouri,0-14,0
Primary and Secondary Syphilis,2004,Missouri,15-19,3
Primary and Secondary Syphilis,2005,Missouri,0-14,0
Primary and Secondary Syphilis,2005,Missouri,15-19,7
Primary and Secondary Syphilis,2006,Missouri,0-14,0
Primary and Secondary Syphilis,2006,Missouri,15-19,20
Primary and Secondary Syphilis,2007,Missouri,0-14,2
Primary and Secondary Syphilis,2007,Missouri,15-19,20
Primary and Secondary Syphilis,2008,Missouri,0-14,1
Primary and Secondary Syphilis,2008,Missouri,15-19,14
Primary and Secondary Syphilis,2009,Missouri,0-14,0
Primary and Secondary Syphilis,2009,Missouri,15-19,18
Primary and Secondary Syphilis,2010,Missouri,0-14,0
Primary and Secondary Syphilis,2010,Missouri,15-19,11
Primary and Secondary Syphilis,2011,Missouri,0-14,1
Primary and Secondary Syphilis,2011,Missouri,15-19,11
Primary and Secondary Syphilis,2012,Missouri,0-14,0
Primary and Secondary Syphilis,2012,Missouri,15-19,7
Primary and Secondary Syphilis,2013,Missouri,0-14,0
Primary and Secondary Syphilis,2013,Missouri,15-19,16
Primary and Secondary Syphilis,2014,Missouri,0-14,0
Primary and Secondary Syphilis,2014,Missouri,15-19,9
Primary and Secondary Syphilis,2015,Missouri,0-14,0
Primary and Secondary Syphilis,2015,Missouri,15-19,12
Primary and Secondary Syphilis,2016,Missouri,0-14,1
Primary and Secondary Syphilis,2016,Missouri,15-19,24
Primary and Secondary Syphilis,2017,Missouri,0-14,0
Primary and Secondary Syphilis,2017,Missouri,15-19,19
Primary and Secondary Syphilis,2018,Missouri,0-14,0
Primary and Secondary Syphilis,2018,Missouri,15-19,28
Primary and Secondary Syphilis,2019,Missouri,0-14,0
Primary and Secondary Syphilis,2019,Missouri,15-19,35
Primary and Secondary Syphilis,2020,Missouri,0-14,0
Primary and Secondary Syphilis,2020,Missouri,15-19,41
Primary and Secondary Syphilis,2021,Missouri,0-14,1
Primary and Secondary Syphilis,2021,Missouri,15-19,37
Chlamydia,2000,Montana,0-14,31
Chlamydia,2000,Montana,15-19,653
Chlamydia,2001,Montana,0-14,48
Chlamydia,2001,Montana,15-19,785
Chlamydia,2002,Montana,0-14,42
Chlamydia,2002,Montana,15-19,988
Chlamydia,2003,Montana,0-14,39
Chlamydia,2003,Montana,15-19,992
Chlamydia,2004,Montana,0-14,55
Chlamydia,2004,Montana,15-19,953
Chlamydia,2005,Montana,0-14,47
Chlamydia,2005,Montana,15-19,794
Chlamydia,2006,Montana,0-14,51
Chlamydia,2006,Montana,15-19,889
Chlamydia,2007,Montana,0-14,31
Chlamydia,2007,Montana,15-19,972
Chlamydia,2008,Montana,0-14,29
Chlamydia,2008,Montana,15-19,"1,111"
Chlamydia,2009,Montana,0-14,29
Chlamydia,2009,Montana,15-19,"1,006"
Chlamydia,2010,Montana,0-14,38
Chlamydia,2010,Montana,15-19,"1,050"
Chlamydia,2011,Montana,0-14,32
Chlamydia,2011,Montana,15-19,"1,123"
Chlamydia,2012,Montana,0-14,46
Chlamydia,2012,Montana,15-19,"1,156"
Chlamydia,2013,Montana,0-14,44
Chlamydia,2013,Montana,15-19,"1,133"
Chlamydia,2014,Montana,0-14,37
Chlamydia,2014,Montana,15-19,"1,175"
Chlamydia,2015,Montana,0-14,49
Chlamydia,2015,Montana,15-19,"1,139"
Chlamydia,2016,Montana,0-14,47
Chlamydia,2016,Montana,15-19,"1,245"
Chlamydia,2017,Montana,0-14,53
Chlamydia,2017,Montana,15-19,"1,310"
Chlamydia,2018,Montana,0-14,61
Chlamydia,2018,Montana,15-19,"1,401"
Chlamydia,2019,Montana,0-14,44
Chlamydia,2019,Montana,15-19,"1,308"
Chlamydia,2020,Montana,0-14,32
Chlamydia,2020,Montana,15-19,"1,124"
Chlamydia,2021,Montana,0-14,39
Chlamydia,2021,Montana,15-19,"1,189"
"Early Non-Primary, Non-Secondary Syphilis",2000,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Montana,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2008,Montana,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2009,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2010,Montana,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2010,Montana,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2011,Montana,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2011,Montana,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2012,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Montana,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2013,Montana,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2014,Montana,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2014,Montana,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2015,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2015,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2017,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2017,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2018,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2018,Montana,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2019,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2020,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2020,Montana,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2021,Montana,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2021,Montana,15-19,0
Gonorrhea,2000,Montana,0-14,1
Gonorrhea,2000,Montana,15-19,18
Gonorrhea,2001,Montana,0-14,2
Gonorrhea,2001,Montana,15-19,30
Gonorrhea,2002,Montana,0-14,1
Gonorrhea,2002,Montana,15-19,45
Gonorrhea,2003,Montana,0-14,1
Gonorrhea,2003,Montana,15-19,37
Gonorrhea,2004,Montana,0-14,1
Gonorrhea,2004,Montana,15-19,24
Gonorrhea,2005,Montana,0-14,1
Gonorrhea,2005,Montana,15-19,40
Gonorrhea,2006,Montana,0-14,4
Gonorrhea,2006,Montana,15-19,46
Gonorrhea,2007,Montana,0-14,0
Gonorrhea,2007,Montana,15-19,34
Gonorrhea,2008,Montana,0-14,0
Gonorrhea,2008,Montana,15-19,33
Gonorrhea,2009,Montana,0-14,0
Gonorrhea,2009,Montana,15-19,17
Gonorrhea,2010,Montana,0-14,0
Gonorrhea,2010,Montana,15-19,28
Gonorrhea,2011,Montana,0-14,0
Gonorrhea,2011,Montana,15-19,18
Gonorrhea,2012,Montana,0-14,0
Gonorrhea,2012,Montana,15-19,20
Gonorrhea,2013,Montana,0-14,2
Gonorrhea,2013,Montana,15-19,30
Gonorrhea,2014,Montana,0-14,5
Gonorrhea,2014,Montana,15-19,63
Gonorrhea,2015,Montana,0-14,10
Gonorrhea,2015,Montana,15-19,155
Gonorrhea,2016,Montana,0-14,5
Gonorrhea,2016,Montana,15-19,127
Gonorrhea,2017,Montana,0-14,5
Gonorrhea,2017,Montana,15-19,103
Gonorrhea,2018,Montana,0-14,1
Gonorrhea,2018,Montana,15-19,144
Gonorrhea,2019,Montana,0-14,7
Gonorrhea,2019,Montana,15-19,165
Gonorrhea,2020,Montana,0-14,8
Gonorrhea,2020,Montana,15-19,185
Gonorrhea,2021,Montana,0-14,13
Gonorrhea,2021,Montana,15-19,158
Primary and Secondary Syphilis,2000,Montana,0-14,0
Primary and Secondary Syphilis,2000,Montana,15-19,0
Primary and Secondary Syphilis,2001,Montana,0-14,0
Primary and Secondary Syphilis,2001,Montana,15-19,0
Primary and Secondary Syphilis,2002,Montana,0-14,0
Primary and Secondary Syphilis,2002,Montana,15-19,0
Primary and Secondary Syphilis,2003,Montana,0-14,0
Primary and Secondary Syphilis,2003,Montana,15-19,0
Primary and Secondary Syphilis,2004,Montana,0-14,0
Primary and Secondary Syphilis,2004,Montana,15-19,1
Primary and Secondary Syphilis,2005,Montana,0-14,0
Primary and Secondary Syphilis,2005,Montana,15-19,0
Primary and Secondary Syphilis,2006,Montana,0-14,Data suppressed
Primary and Secondary Syphilis,2006,Montana,15-19,Data suppressed
Primary and Secondary Syphilis,2007,Montana,0-14,0
Primary and Secondary Syphilis,2007,Montana,15-19,0
Primary and Secondary Syphilis,2008,Montana,0-14,0
Primary and Secondary Syphilis,2008,Montana,15-19,0
Primary and Secondary Syphilis,2009,Montana,0-14,0
Primary and Secondary Syphilis,2009,Montana,15-19,0
Primary and Secondary Syphilis,2010,Montana,0-14,Data suppressed
